idx,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,class,lat,lon,desc
796,2540,2651,3222,3094,3750,3430,3171,3126,2697,2103,2376,2153,1771,1906,1856,1928,1735,1756,1853,2457,2481,2318,2456,0,-30.04294697,27.38473002,
798,6426,6342,6485,5670,6035,5151,5677,4416,3130,2977,2487,2146,2216,1830,2119,2380,2451,2723,3526,4717,5400,4449,4915,0,-26.6302762,27.95832994,
804,4769,4907,5648,5099,4328,5000,4710,4227,3705,3347,3013,2769,2813,2330,2366,2246,2040,2417,3164,3221,4352,3931,4250,0,-28.2763405,30.57588947,
808,6643,6096,7048,6415,6292,5889,5897,4808,4049,3331,3483,3399,3347,3096,4058,3858,2853,2726,3333,3800,4713,5040,7165,0,-26.87256064,29.79333834,
809,6813,6332,6030,5382,5817,5849,4863,4059,3125,2789,2631,2550,2059,1877,2137,1809,1818,2490,2416,2512,3695,3938,5083,0,-27.16098552,28.89070003,
816,7410,7939,8104,8029,7703,5979,4959,3986,3517,3284,3105,2546,2460,2512,2296,2178,2257,2167,2633,4834,3823,2964,5464,0,-27.09174951,28.70061992,
818,6768,6185,6701,6926,6911,6737,6873,6655,6286,6478,6265,5453,5486,5192,5257,5414,4720,5064,5669,6541,6569,5413,6901,0,-28.85462819,31.9882138,
828,6677,6045,6271,6518,6132,6432,6231,5625,5095,4628,3857,3618,3196,3080,3095,3050,2770,3484,4759,5232,5502,4869,5904,0,-28.34343601,31.27069234,
829,4662,5218,4975,4894,6256,5886,4872,3936,3195,2753,2613,2331,2243,2143,2033,1973,1897,2090,2054,2276,2758,3189,4176,2,-27.54322838,27.52616361,
836,4537,4770,5849,5854,5744,6165,4944,4554,3978,2848,2711,2284,2328,2200,2233,2177,2302,2354,2590,3340,3815,3402,3316,0,-29.48508135,27.54942642,
842,5777,6137,6538,6526,6599,6160,6024,5260,4891,4437,4133,3610,3519,3392,3403,3203,3072,3462,3853,4550,4499,5142,5462,0,-30.31988228,28.55193382,
843,6740,7560,6908,6535,7052,6799,6640,6294,5933,5224,4221,3923,3773,3266,3386,2907,2908,2785,3972,5153,6524,6043,6735,0,-26.52053274,31.63313686,
844,5176,5623,6209,6039,6956,6264,4836,4152,3492,3217,2540,2317,2349,2192,2183,2108,2158,2072,2106,2466,3567,3563,3608,0,-28.70075566,27.68116861,
853,6425,5995,6422,6687,6468,6652,6465,6035,5436,4953,4743,4152,3646,3577,3022,3253,3737,2955,5116,5934,5567,6239,5884,0,-30.33012071,30.00085614,
859,5502,5447,5887,5273,5391,5348,5395,5459,4158,3707,3261,3472,2751,2370,2586,2453,2325,2633,3269,3397,3966,3714,4315,0,-28.2116433,30.76235002,
863,4813,5201,5736,4963,5683,4827,4446,4210,3357,3077,2907,2680,2725,1541,2113,1879,1890,2087,2277,2816,3924,4089,4833,0,-26.45920575,28.47170473,
866,4884,3846,5703,4442,6605,6887,5168,4205,4015,3690,4021,3499,3068,2785,2976,2651,2677,2637,2591,3949,3968,3438,5739,0,-27.63357486,29.23785397,
867,5461,5789,6180,6442,6771,5532,6398,4720,3505,3250,3200,2798,2395,2247,2338,2096,2077,2685,2441,2347,3802,3404,6118,2,-27.02668895,28.2536785,
868,4274,4960,6158,4681,6407,5126,3621,3241,2824,2268,2335,2270,2168,2028,2118,2114,1969,2092,2118,2103,2409,2726,3926,0,-28.63433571,27.50062342,
870,5899,5437,7183,7316,7445,7110,5166,3617,3079,2618,2686,2363,2522,2384,2309,2335,2237,2509,2683,3313,3048,4977,7382,2,-28.14954783,28.7661464,
871,5708,4942,5369,4955,5427,5172,5249,4971,4720,4031,3218,2968,2750,2699,2418,2215,2216,2701,3446,3680,3182,3451,4794,0,-28.5553274,30.43965696,
877,6820,6321,6867,6274,6690,6629,6056,5769,4414,3938,3323,3019,2998,2691,2728,2954,2701,3390,5103,5333,6517,6366,6363,0,-29.57120208,29.86514393,
879,7633,6395,6955,7089,7496,7283,7222,7099,6010,5500,4838,4171,4209,3781,3648,3349,3161,3201,4130,4468,6341,6794,7212,0,-26.4583017,31.67268993,
880,4353,4718,3433,4149,4209,3972,3638,3333,2932,2711,2503,2425,2467,2164,2203,2074,2098,2082,2455,2963,2515,3015,3153,0,-29.79131459,28.91552238,
884,6163,6408,6296,5902,6307,6204,6274,5629,5436,3967,3093,2876,2418,2529,2693,2594,2570,2851,4566,6250,4913,5228,5739,0,-29.39141875,30.54782491,
902,4766,5728,5674,5445,5870,5734,4554,4550,3427,2887,2846,2580,2392,2333,2239,2328,2360,2359,2732,2772,3469,3670,6643,0,-27.58728309,28.1800876,
910,3537,4723,5682,7958,7613,6521,5385,3393,2861,2797,2625,2502,2550,2273,2415,2402,2118,2640,2368,3224,3439,3098,7533,0,-27.03623476,29.0400843,
911,6553,6950,7667,7325,7023,6780,4266,3667,3520,2941,2610,2284,2328,2215,2280,2150,1985,2125,2117,2500,2940,2342,5523,0,-26.47143812,28.63090652,
913,3730,4122,4636,5627,4733,5036,4287,4402,3401,2917,2647,2273,2420,2241,2479,2101,2234,2405,2360,2913,3799,3613,3527,0,-29.3944961,27.48097804,
917,5069,4932,4646,5037,4912,5030,4260,3913,3387,3178,2914,2860,2833,2627,2393,2500,2373,2458,2299,3182,3629,4364,4533,0,-27.44181055,27.69040211,
938,7398,6612,7307,6442,6206,5551,5006,3940,3167,3031,2862,2731,2598,2527,2432,2368,2257,2524,2933,3689,3475,3610,7435,0,-27.89200484,28.82114554,
943,6863,7281,7575,7190,7276,6658,6584,6176,5461,4395,4245,3479,3609,3197,3563,2762,2944,2806,4615,3838,4811,4123,7070,0,-26.93439517,31.47663922,
945,7926,8053,7486,7132,6833,5087,4071,3820,2702,2389,2344,2286,2369,2309,2304,2011,2111,2099,2196,3868,2844,2317,6707,2,-27.01539566,28.47716177,
948,7001,6305,8225,6912,7631,7853,7465,8171,7524,7733,7427,7034,6529,6582,6244,5402,5230,5936,6159,6090,6606,7393,6505,0,-28.77108522,31.89216553,
957,7497,5971,6557,6694,7055,6687,4964,3962,3175,2657,2470,2320,2223,2109,2190,1941,2330,2107,2913,2713,6356,5903,6442,0,-27.24237251,27.62369011,
963,6144,7061,4850,6073,4809,4613,4526,3495,3097,2790,2907,2582,2325,1637,1670,2151,2245,2176,732,923,5114,4280,5851,0,-27.06788726,30.48829131,
967,5439,4640,4473,4359,5643,5552,5354,4808,4003,3547,3063,2879,2770,2724,2783,2611,2382,2690,3534,5321,4250,4393,7556,0,-28.9112314,31.07392378,
982,5750,5630,5590,4895,5650,5203,4556,4229,3348,2882,2765,2352,2431,2260,2277,2156,2182,2435,3797,4909,4255,4335,5061,0,-27.64568806,28.69095725,
985,5989,5192,5558,4732,5380,5253,4382,4907,3554,3216,2975,2670,2640,2513,2482,2405,2100,2672,2647,4364,5840,4961,6227,0,-28.51583985,28.51335263,
996,6653,4952,4537,5132,6123,6707,5240,5298,4786,4015,3869,4292,3389,3643,2704,2695,2731,3656,3995,4506,7003,5375,5991,0,-26.84851139,31.91480592,
998,5583,4870,4954,4696,5212,4587,4353,3543,3078,2896,2675,2508,2516,2207,2188,2329,2133,2187,2613,3007,3166,3312,5176,0,-28.41767655,30.7805057,
999,8034,6351,5889,6949,6766,6951,7079,5424,5014,5345,5545,5137,4553,4455,4777,5618,3902,3636,4811,5983,6473,7050,8110,0,-29.53695668,29.87428756,
1007,8190,8727,8345,7964,7855,5327,5496,6793,7530,7407,6859,6087,5815,4705,4412,3088,3001,2922,3757,3700,4950,5797,8475,0,-29.33264971,29.97962863,
1011,6189,6815,7087,6287,7173,6954,6188,5635,4989,4703,4229,4006,3667,3763,3983,4310,3776,4316,6918,7062,6852,5993,6640,0,-30.50496653,30.3053723,
1015,8487,8327,8444,7865,7982,8076,7658,8030,7050,6203,5712,5138,5090,4685,4313,4140,3591,3593,5086,5841,7762,8269,8470,0,-26.63003408,31.58187268,
1016,2978,2704,3596,3504,4618,3908,3345,2881,2737,2557,2425,2342,2254,2191,2366,2043,2096,2058,2100,2800,2473,2609,2999,0,-29.81811193,28.69107945,
1021,5722,5694,6019,5312,7147,6181,5083,4278,3203,2925,2660,2651,2427,2450,2090,2082,2045,2492,3562,3929,4702,4723,5260,0,-27.18332158,28.80139956,
1022,5502,5359,6032,6922,7279,7269,5944,4579,3492,2904,2726,2263,2220,2112,2220,2143,2169,2120,2071,1864,3280,3837,4949,2,-27.01436584,27.65018869,
1023,7250,7246,7456,6860,4981,4560,4591,4375,3610,2628,2725,2647,2532,2413,2231,2141,2115,2767,3060,3918,4024,5125,6486,2,-28.07233675,28.75566304,
1028,7243,7568,7408,7078,7384,7718,7062,6933,6327,5398,4955,5380,4310,3809,3922,3659,3600,3898,3504,4320,6264,6082,7366,0,-26.86688954,31.29843591,
1031,6649,5986,6320,5491,5462,6145,5585,5091,3967,3621,3246,3277,2767,2510,2536,2449,2865,2898,3619,4275,5172,5334,6282,0,-26.85165934,29.49481519,
1032,5312,6602,6290,5893,6089,6604,5782,4883,3882,3064,3079,2702,2743,2439,2302,2145,2072,2343,2836,4155,4747,6042,6120,0,-27.78693122,27.95214567,
1038,5498,5094,5471,6229,5817,5214,4827,4560,3620,3078,3141,2799,2644,2513,2539,2313,2429,2381,2449,3727,3823,3855,4403,0,-29.91657131,28.3881786,
1040,6455,6079,5673,5317,5547,5437,5368,5109,4307,3551,3283,2944,2592,2380,2690,2561,2337,3241,4274,4255,5150,4855,6225,0,-28.52793153,30.83841402,
1043,7952,8059,7566,7562,7131,7229,7952,6795,6800,5704,5080,5745,5310,3972,3780,4345,3421,3662,6504,6710,7989,7103,7338,0,-29.75632209,30.1189902,
1055,6632,4611,5022,4507,6191,6488,6314,5521,4858,4634,4345,3791,3649,3667,3307,3228,2852,3260,4281,4038,4922,5598,4621,0,-27.72965944,31.82614037,
1062,6959,7614,7161,6995,7444,7321,7138,7433,7310,7089,7144,6784,7437,5736,6463,6246,6178,5752,6144,6087,6986,7355,6510,0,-28.72231178,32.14632343,
1063,4051,4508,4201,4055,4243,3894,3428,3205,3077,2754,2523,2431,2434,2377,2357,2269,2129,2141,2157,2779,2552,2934,3346,0,-29.80990902,28.85566245,
1067,6783,5325,6166,5453,6259,6666,6253,6383,5590,4774,3927,4187,3671,3357,3164,2695,2477,3201,4288,4556,5258,5418,6257,0,-27.25358209,31.31968195,
1076,7027,7199,6606,6701,6493,7197,7352,6385,6528,6386,5093,5362,4175,4297,3984,4124,3423,4196,5106,5676,6218,6219,6690,0,-26.57378019,31.17857382,
1077,6232,6536,6607,6184,6369,6520,6694,6099,6321,5873,5417,5449,5141,5111,4916,4376,4247,4709,5385,5655,6089,5585,6044,0,-27.95564901,32.33121275,
1079,3885,3836,4774,5088,4263,4636,4465,4606,3564,3246,2849,2676,2588,2630,2178,2438,2660,2605,2707,3263,3994,3429,4237,0,-29.31152369,27.65001067,
1083,4635,5644,5710,6440,6829,6314,5811,5399,4935,4752,3904,3196,3134,2929,2986,2608,3029,2834,3781,4064,4346,4588,5431,0,-30.9273808,28.7785541,
1084,5684,6187,6618,5381,6235,6030,5006,4581,3814,2838,2711,2451,2439,2227,2327,2196,2185,3031,3097,4598,4346,4500,5011,0,-27.65107881,28.16702192,
1086,7103,5856,5803,5053,6331,6386,6282,5642,5259,4045,3380,3383,3409,2841,2882,2724,2419,3164,3953,4026,5257,5241,6330,0,-27.0532454,31.68498178,
1092,6112,4500,6009,6287,7979,6865,6875,6426,4743,3242,2892,2524,2717,2712,2466,2277,2169,2418,2977,2799,4872,6606,7595,0,-26.97231645,28.33867701,
1094,6224,6384,6076,5464,5275,6025,5346,4343,3252,2991,2781,2619,2435,2361,2375,2222,2427,3455,3042,4936,6208,4944,5426,0,-26.61895188,27.91497831,
1102,5518,6046,5592,5492,6017,5803,5775,5000,4508,3580,3287,2914,2709,2644,2618,2514,2529,2562,3533,5176,4933,5456,6452,0,-30.20248441,29.90471018,
1105,4331,2836,5448,5455,7356,6435,6375,4988,4164,3065,2724,2454,2477,2265,2228,2051,2247,2128,2659,3250,2669,3672,5312,0,-27.27572789,28.94178562,
1109,4902,5157,5923,6260,5349,5305,4927,5071,3991,3617,3222,2855,2695,2638,2759,2565,2504,2788,3075,4079,4131,4321,5046,0,-30.37393261,28.43761204,
1113,6271,5379,6091,5679,6906,7132,5961,5948,6408,5326,4796,3341,3086,3151,2754,3484,3858,3643,4395,5599,4584,5294,4687,0,-28.63348655,30.77233762,
1120,5354,5808,6876,7384,7002,6486,5013,3717,3042,2784,2637,2500,2228,2173,2087,2006,2026,2062,2069,2624,3874,4934,3465,0,-28.59685036,27.44106817,
1123,7229,6471,6732,5801,6216,6334,6020,5960,5051,4221,3613,3562,2891,2698,2863,2869,2582,3316,4617,6476,5152,4339,6056,0,-29.2670567,30.72912165,
1130,5412,5293,6495,5715,6765,6398,5439,5173,4619,3806,3637,3618,3212,3019,2921,2730,2676,2790,3588,4067,4906,4922,6129,0,-26.67937052,31.53386164,
1131,6807,6846,7152,7249,7375,7523,7344,6440,5773,4910,3983,3538,3288,3241,3013,3073,2989,3414,5060,5250,6324,5983,6378,0,-29.70517275,29.70771089,
1138,6002,5520,6350,5570,6369,5692,5318,4382,3850,3473,3333,2997,3011,2516,2557,2583,2445,2608,2995,4571,4473,4672,6452,0,-27.59061371,28.54562069,
1142,6188,6289,6923,6503,6749,6303,6204,5551,5166,4646,3656,3257,2675,2465,2813,2428,2566,2988,3973,5581,5392,5668,6748,0,-28.69045492,28.98247305,
1151,5261,5532,5547,5180,6131,6553,5269,5196,3801,3282,2846,2727,2827,2536,2528,2200,2394,2507,2423,3685,4648,5161,5045,0,-27.88481265,27.72454166,
1156,5126,6168,7142,6401,6382,5701,5071,3940,3194,2754,2584,2572,2412,2208,2374,2119,2142,2095,2140,1751,2386,2764,5816,2,-27.28116828,27.73567737,
1157,5597,6289,7018,7071,6782,6751,6228,5213,4127,3293,3187,2867,2702,2596,2516,2283,2441,2442,2635,4382,4467,4800,5606,0,-29.88571804,29.05564766,
1167,6387,6715,6669,6724,6716,5917,5936,5383,5325,4696,4192,3291,3263,3017,2894,2858,2706,2923,3887,5730,5986,5583,6101,0,-31.14149363,29.53352659,
1172,6339,6341,6619,6443,7124,6840,6584,6521,6575,6376,6319,6382,5460,5228,5368,4984,4465,5355,5712,4430,6105,5290,6318,1,-29.42953509,31.29421805,
1177,6577,6030,5956,6303,6861,6221,6394,6195,5640,4950,4331,4198,3816,3461,4111,3628,4130,3987,4562,5733,6448,5299,6504,0,-31.06636049,30.01783188,
1179,6847,5824,6338,5096,6003,5945,5232,4816,3775,3017,2636,2350,2470,2194,2238,2045,2064,2494,2350,2922,4665,4965,5971,0,-27.60662777,27.83842656,
1182,7132,6223,7050,5709,8211,6850,7202,6979,5754,5224,4813,4507,3505,3299,3930,3904,3834,4178,4687,4869,6753,6996,6431,0,-30.78941945,27.96637598,
1192,7180,7220,7391,7266,7009,6881,7168,6500,6426,5134,4149,3399,3361,3110,3972,3844,3975,4295,5268,6819,7232,6673,8067,0,-30.5330483,30.22593462,
1205,7021,7021,6618,6345,6738,6688,6523,6083,5009,4443,3777,2950,2586,2543,2675,2576,2664,3312,4179,5095,6302,5754,7294,0,-30.31533429,29.61681612,
1209,7101,6347,7241,7114,8119,7692,6750,3632,3059,2777,2756,2513,2536,2457,2334,2217,2195,2150,2093,2514,3052,2758,3852,2,-26.6040603,30.02622018,
1211,6351,6819,6380,6804,6773,6151,6669,5904,5341,4487,3949,3409,3321,3148,3232,3109,2827,4028,4315,5808,5573,5598,6997,0,-30.87230075,29.68612628,
1212,3117,3182,3923,3791,4190,3958,3724,3827,3170,2667,2521,2104,2110,2012,2257,1993,2099,2001,2301,2856,2946,3152,3103,0,-29.52648049,27.40234335,
1215,6581,6244,5918,5238,5867,6110,5747,5174,4588,4125,3886,3461,3111,3028,2802,3112,2474,2579,3103,3402,4617,4401,5573,0,-28.47569986,31.12741139,
1221,6159,5583,6184,5081,6772,6826,6765,6132,4852,4059,3639,3239,2822,3002,2775,2723,2681,2768,3202,3036,4639,4902,6269,0,-27.11549792,31.709569,
1224,8259,7767,8037,8082,8162,7979,7945,8023,8468,7739,7512,7066,7101,6940,7074,6611,6047,6605,7219,7544,7948,7251,7497,1,-30.86668122,30.34851691,
1226,5782,5763,6612,5874,6609,6526,6059,5702,4747,4657,4321,3834,4071,3345,3294,2960,2706,2807,3886,3862,4811,5621,5728,0,-26.77878384,31.60312155,
1228,6665,6831,6668,6299,6488,6352,6516,5965,5463,5068,4417,3913,3593,3080,3592,3664,2826,3468,4552,7066,7176,6175,7533,0,-31.08913918,29.95166154,
1253,5662,5406,4938,4828,5573,6144,5094,4930,4335,3670,2817,2455,2456,2420,2106,2161,2307,2342,2674,3442,3931,4585,6511,2,-27.7429819,28.22716835,
1260,6046,6000,6653,6560,7279,6910,5007,4035,3723,3295,2952,2696,2962,2579,2707,2351,2427,2503,3059,3880,4499,5577,5426,0,-29.00731819,28.55938158,
1263,6707,5580,6406,5364,6305,6254,6028,6025,5464,4532,3572,3651,2868,2777,2615,2796,2370,2964,4097,4501,4962,5378,5594,0,-28.48434613,30.10924384,
1264,5243,5811,5853,6111,6903,5573,5500,5350,4849,4443,4037,3398,2945,2222,2631,2754,2562,2745,3671,4775,4758,4662,5682,0,-31.13467318,28.52586708,
1273,6371,5886,6806,6526,6761,6124,5669,4645,3610,3212,3121,2651,2620,2615,2619,2263,2694,2797,2983,3925,4713,5090,5369,0,-29.58041132,28.10649045,
1275,4910,5484,6465,6799,6503,5262,5163,4319,3460,2723,2835,2345,2298,2224,2126,2042,2038,2417,2880,4464,5101,4097,7306,0,-27.14929459,28.6514308,
1276,5765,7120,7346,6346,7299,6554,5427,4266,3243,2955,2901,2764,2445,2423,2428,2322,2308,2496,2276,2455,2924,2832,6513,2,-26.69167666,28.81708706,
1277,5341,4792,5391,4942,5238,5213,4672,4595,3528,2899,2942,2783,2423,2397,2611,2165,2569,2717,2706,3612,4108,4462,5348,0,-26.61104337,28.52154138,
1278,6469,6526,7138,7000,7496,7104,5651,5261,3824,3251,3165,2780,2481,2521,2798,2293,2610,2651,3434,4643,5041,5582,6757,0,-29.8403457,29.04912839,
1280,7304,7324,7755,7208,7425,6977,7024,5692,3982,4038,3491,3049,2712,2342,2810,2494,2330,2535,3542,5480,6039,5419,6322,0,-29.64447825,30.58094185,
1282,7592,7972,8346,7828,8416,8342,8432,8292,8367,8164,8137,6669,6499,4987,6482,6513,5496,4858,6289,7085,5711,5043,4288,0,-28.90893077,31.78864715,
1301,6323,5661,5935,5186,5899,5399,5027,4128,3055,2860,2598,2491,2567,2397,2344,2120,2155,2392,3305,4771,4426,4620,4956,0,-27.5392712,28.54211362,
1307,5155,5728,5914,5706,5528,6141,5340,5221,4396,3889,3434,3280,2806,2456,2656,2632,2375,2522,3482,3827,4130,4053,5153,0,-30.10649375,29.75497396,
1320,3777,4828,5194,5344,5343,5662,4802,4887,3582,3166,3054,2706,2658,2362,2454,2306,2382,2459,2500,3554,3327,4292,3736,0,-28.9295955,28.15175518,
1323,3854,5484,6220,4869,5232,5940,4850,4021,3285,2962,2659,2510,2472,2187,2459,2378,2674,2935,3033,2674,4191,5416,5522,0,-28.90794714,27.6854299,
1327,6449,6213,7139,6537,6756,6785,6384,6000,5724,5295,4778,4432,4228,4031,3737,3765,3355,3625,4804,4572,5249,5380,7161,0,-26.40533475,31.38401453,
1332,8277,7345,6874,6215,5955,5036,5541,4466,3269,3075,2838,2624,2408,2331,2299,2347,2367,2599,3623,3729,4575,3517,5587,0,-26.84316122,29.63583699,
1337,4762,4734,5728,5538,5629,5676,4714,4469,3590,2964,2772,2393,2365,2299,2274,2114,2254,2374,2261,3494,3742,4590,5244,2,-29.15871257,27.58133566,
1340,4426,4996,5067,5194,6063,4940,4326,4000,3494,3136,3127,2831,2630,2559,2459,2318,2404,2485,2721,3635,3479,3720,4492,0,-30.06100787,28.81407773,
1341,5451,5894,7347,7428,7930,7386,4951,3890,3051,2741,2668,2555,2448,2291,2380,2094,2156,2399,2265,3539,4200,5123,6927,2,-27.93767313,28.95653824,
1345,5311,5243,5912,6040,6183,5598,5447,4560,3724,3277,3313,2777,2803,2545,2640,2520,2420,2593,2898,4426,4189,4609,5321,0,-29.97516686,28.47435132,
1346,7015,6873,8315,8327,8033,7762,7591,5298,3142,2815,2794,2812,2569,2571,3518,5529,6660,8317,7486,7639,8275,7264,5336,0,-28.46952701,29.1431446,
1352,6565,6403,6397,6008,6386,6323,6314,6615,5233,5775,4801,5183,4871,3109,3457,4065,3377,3704,4327,6210,6644,5552,6052,0,-31.03321448,30.10795532,
1356,8477,8588,7337,8477,6890,6205,7327,7342,7809,6771,4523,3961,3553,3641,4047,3793,3886,4912,6735,6863,8181,7050,7815,0,-30.30385675,29.08507961,
1358,4365,4540,5286,6466,5722,5660,5348,6079,5061,4967,4786,4711,4675,4346,4009,3628,3937,3499,3657,3764,4172,4409,4915,0,-30.28947682,27.58695834,
1364,7802,8189,7873,7900,7729,7925,8188,7880,7613,6923,6956,7004,6066,5924,6849,6309,5274,4754,6143,6209,7101,6749,7565,0,-27.19416769,30.66778294,
1365,7149,6953,7187,7061,7090,7166,6448,7016,6449,5711,5648,4708,4649,4736,4695,4079,4210,4676,6189,6924,6357,6320,7180,0,-30.90724137,30.2452459,
1388,6387,7252,7240,6657,7182,7510,6687,6667,5878,5308,4517,4124,4050,3703,3598,3385,3033,3460,5244,5023,6306,5278,6572,0,-26.86357485,31.43862477,
1392,6793,6271,7046,6532,6535,5491,5124,4336,4533,4400,3293,2843,3203,2619,3134,2872,2870,2527,2917,3316,4078,5384,6937,0,-30.85930411,29.0716838,
1402,5880,7076,7850,7449,6908,5614,4170,2883,2766,2542,2382,2491,2118,1907,2010,2138,2141,2299,2169,2616,2440,3179,5545,2,-26.72492952,28.30770702,
1403,8560,8359,8804,8969,8889,8910,9013,9024,8906,8622,8497,8644,8354,8222,8437,7646,7658,7813,7797,6589,8243,8093,8374,1,-29.40773825,30.34452909,
1406,8948,8745,8821,8509,7994,7293,5800,4616,4381,3688,3049,2488,2591,2677,2376,2382,2445,2308,2613,3768,2893,3771,7515,0,-28.89059353,29.45712449,
1409,6387,5828,6391,8331,6548,5829,5547,4494,3930,3246,3141,2913,2647,2506,2764,2397,2631,2857,2989,4316,5214,5797,5822,0,-29.70572399,28.50274329,
1414,6381,6573,6495,6428,6362,6466,6242,5989,5372,5028,4794,3875,4129,3839,3558,3618,3362,3335,3769,4081,5774,4090,5693,0,-26.47519984,30.56607248,
1416,6172,5076,5348,5054,5936,5990,4963,4146,3106,2864,2670,2372,2350,2201,2057,1991,2077,2291,2031,3593,4298,5167,5407,0,-27.90877819,28.01138805,
1417,7940,8496,8143,7825,7360,6522,5446,5046,4876,3692,2982,2984,2640,2543,2808,2572,2549,2878,2764,3658,4636,6105,8624,0,-28.61512111,29.39350413,
1422,5350,5107,6193,6653,6611,5681,5350,4956,3827,3517,3102,2821,2878,2648,2454,2460,2279,2413,2470,3490,3485,3962,3960,0,-29.03345309,28.3004167,
1424,5197,4659,5540,5597,5952,5703,4691,4265,4368,3450,3057,2615,2486,2417,2545,2399,2198,2548,2980,3660,4508,5083,5177,0,-28.41044827,29.94495699,
1442,3714,4921,6051,6677,6728,6977,6666,5565,3540,3339,2911,2631,2496,2403,2243,2082,2229,2206,2625,3814,5152,4130,4459,0,-29.19724245,27.51744089,
1445,5244,4617,5092,5125,5354,5532,4918,3986,3753,3199,2944,2822,3037,2796,2425,2207,1968,2158,2692,2620,2994,2858,4959,0,-28.39373716,30.74816916,
1447,6507,5783,5998,5386,6136,5916,5638,4542,3731,3351,3112,2903,2733,2766,2572,2430,2472,2496,3379,5319,5218,4775,6460,0,-27.63496065,29.25351507,
1451,5346,4682,5674,5289,6948,5927,4587,3745,2923,2631,2454,2396,2318,2180,2148,1943,1977,2161,1914,3202,2507,2538,5241,0,-27.50055647,28.40256594,
1457,6292,6065,5822,5431,6129,6014,5497,4770,3994,3563,3079,2776,2758,2751,2591,2387,2665,2796,2937,4520,5335,4647,5162,0,-26.46266931,28.32980276,
1466,5868,6209,5461,5780,6964,6352,5759,4975,4354,3849,3640,3013,2988,2757,2713,2552,2602,2639,3454,4229,5268,6038,6222,0,-27.19135718,29.88862512,
1471,5871,6414,6099,6343,6836,6146,6259,5739,4481,4279,3465,3075,2751,2861,2619,2604,2623,2560,2841,3086,4450,4340,5303,0,-26.71730996,30.99147287,
1472,5789,6117,6475,5797,4613,6119,5142,5280,4104,3785,3260,3158,3156,2983,3147,3137,2824,3381,3073,4027,4486,4554,6029,0,-28.51858365,28.05063683,
1481,7802,7066,7809,7542,7393,6515,5667,4067,3404,3105,2941,2755,2763,2329,2302,2200,2326,2272,2877,3061,3916,4461,5730,2,-28.15162804,29.21251789,
1483,6697,6765,6968,6160,7101,5918,5533,4298,2984,2762,2601,2459,2569,2372,2309,2309,2290,2587,2908,2564,4490,4333,6997,0,-26.64911764,29.52603381,
1486,6660,7008,7117,6608,7387,6627,6547,6179,6518,5989,5506,5276,4981,4872,4804,4374,3892,4042,4995,4953,5482,4878,6583,0,-28.90417957,31.58163704,
1491,8229,8012,8254,8449,8409,8583,8115,8774,8851,8542,8373,7947,7802,7538,7073,6478,6088,7172,6230,6989,7357,6410,8189,0,-28.99894128,30.56718864,
1494,6612,5943,6070,6352,5843,6279,6092,5922,5987,4856,4704,3952,4315,3600,3391,3954,3432,3592,5025,5734,5516,6611,5892,0,-28.23638864,30.28687087,
1496,7184,7651,7532,7807,8017,6736,6253,5403,4102,4032,3718,3200,3083,3017,2778,2737,2749,2654,3040,3830,3991,2820,7116,0,-26.78903728,29.00022354,
1502,3647,4360,6484,6062,6528,6736,5321,4141,3360,3044,2845,2454,2454,2320,2502,2184,2272,2319,2315,2946,3325,3918,4456,0,-28.73800882,27.85938303,
1507,6755,6496,7376,7037,6890,6499,5706,5331,4921,4290,3881,3367,3393,3008,2869,2650,2714,2882,3969,5525,5356,5977,6611,0,-28.73779314,29.174689,
1512,8535,8728,8847,8727,8681,8881,9076,8930,8666,8635,8352,8196,8225,7599,7671,7225,6561,6960,7022,4580,7091,6834,6973,0,-27.60252906,30.66951507,
1515,6507,6615,7133,6961,6751,7286,5879,6728,5584,5196,4788,3863,4482,3844,3476,3683,3631,3075,3537,5683,4851,4752,7274,0,-26.84624072,31.23446513,
1516,5331,4747,6728,5727,5997,7096,5532,4040,3812,3513,3090,2301,2122,2163,2123,2059,2302,2614,2842,4771,4537,3748,3396,0,-26.53186592,28.31292582,
1518,7891,8100,7150,8191,7572,7984,8622,8376,7502,6556,7066,6881,6920,6104,7153,5914,5907,6287,5132,6515,7107,6448,7605,0,-27.67687571,30.6800131,
1520,6773,6987,7040,7186,6917,6882,6474,6274,5457,5118,4468,4846,5082,3982,4241,4178,3396,3611,4872,5985,6562,5788,6937,0,-27.97693679,31.40115321,
1523,6233,5874,6741,6733,6996,6526,6737,5827,4574,3895,3300,2858,2773,2388,2542,2365,2295,2527,3859,4830,5100,6843,6337,0,-28.32242417,30.3379171,
1524,6398,6571,6542,6179,6131,5716,4762,3987,3290,2952,2813,2334,2295,2220,2187,2183,2116,2565,3377,3893,4501,4443,7091,0,-26.88582834,28.36763277,
1527,5700,5794,6012,6284,6712,6606,5900,5447,4766,4225,3710,3057,2841,2492,2534,2544,2336,2755,2809,3292,4387,4457,5567,0,-26.72584024,30.96926857,
1529,5349,3887,3743,3664,4832,4602,4585,4401,3426,2635,2606,2208,2114,2136,2237,1928,1914,2199,2500,2925,3046,2739,4089,0,-28.63634445,30.42778197,
