T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,class,code1,idx,l1,l2,l3,l4,label,latitude,longitude,use
7459,7758,6823,7372,7561,7063,7446,6444,2501,2091,2000,1859,2093,1846,1757,1791,2063,1753,1945,2267,3032,3894,3784,1,1,1,cropland,irrigated,Barley/Wheat,Barley,Irrigated-SC-barley-LS,36.68998198,10.22700276,0
4952,5502,7659,7524,7787,7796,7225,5585,3373,2355,2228,1837,2202,1768,1782,1812,1808,1800,2215,2884,2297,2727,3410,1,1,2,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-MS,36.92168439,10.10365347,0
4879,5551,6311,6764,5969,6321,5329,3995,2745,2267,1819,1836,2375,1916,2060,1971,1716,1565,1795,1734,2042,2394,3383,1,1,3,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat/forage-VLS,36.94450166,10.08736787,0
6637,7580,8376,8368,8008,8083,7400,6298,3117,2977,2954,2493,2450,2383,2480,2415,2244,2152,2595,3033,3587,5027,6122,1,1,7,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,37.18645384,9.957090412,0
6416,7342,7788,8613,7998,7171,7571,6108,3866,3039,2660,2454,2567,2557,2278,2426,2175,2523,3093,2488,3368,3110,4031,1,1,8,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-Wheat/grass-LS,37.13111111,9.816388889,0
5182,7082,7436,8453,8158,8254,8066,7996,6425,3694,3064,3047,2345,2108,2085,2266,2270,1704,1951,2197,2319,2240,2534,1,1,16,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-LS,36.87186145,9.405163755,0
5426,4290,7621,8258,7442,7601,7716,7893,7289,4956,3109,3170,2474,1997,2004,1893,1845,1676,2072,2110,2126,3971,3256,1,1,17,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-LS,36.81917943,9.363597998,0
6121,3750,7414,7530,7377,8216,8354,7982,7443,5002,3531,2853,2676,2385,2333,2305,1996,1993,1976,2220,2245,2405,2387,1,1,18,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-LS,36.82815346,9.313483154,0
4835,3257,6987,7999,7446,8724,8554,7764,7071,3602,3247,2957,2844,2262,2047,1991,1985,1895,1968,1969,2170,1993,2173,1,1,20,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-LS,36.84777778,9.250555556,0
4305,7422,6383,6131,7000,6175,6532,6513,5663,4457,4497,3594,3497,2235,2278,2054,2125,2107,2197,2193,2681,2682,3495,1,1,22,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-LS,36.71192407,9.176459746,0
5195,6098,6419,6835,7338,7363,7109,6009,4236,2589,2257,2202,1973,1920,2035,1872,1787,1824,2048,2989,2777,3234,3152,1,1,23,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat/barley/fodder-LS,36.63788128,9.124694194,0
4811,4530,6892,7324,7318,6570,6342,6491,4822,3788,3756,3167,2860,3113,3535,3737,3694,4235,3926,4495,4926,5294,4617,1,1,25,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.63194444,8.916666667,0
5415,5709,5908,6891,5981,7024,7362,7033,6892,3968,3537,3265,2714,2591,2646,2757,2558,2929,3458,3563,2884,4590,4097,1,1,28,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-LS,36.67916198,8.706139491,0
4328,4960,6173,7447,7099,7141,7234,6601,5670,3231,2712,2284,2366,2392,2247,2315,2330,2247,2304,2285,2477,2772,3092,1,1,29,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat/fababean-LS,36.59833333,8.6875,0
5518,5180,7097,8077,7663,7376,7551,7495,5332,4228,3047,3284,3075,2547,2336,2074,1886,1765,1921,2450,2748,2563,4645,1,1,31,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.54583333,8.661111111,0
5342,5279,6681,6088,5686,5961,6056,5162,3654,2876,2657,2546,2718,2516,2456,2422,2436,2394,2665,3617,3192,3979,5028,1,1,33,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat/oats-VLS,36.5062726,8.580003084,0
4131,4119,6971,7785,7728,8068,7974,7023,4326,2233,2060,1934,1805,1753,1752,1688,1761,1780,1595,2058,1870,2379,3141,1,1,34,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat/fababean-LS,36.45562346,8.621343514,0
5394,4636,7555,8113,7853,7730,7684,6746,4788,2454,2586,2117,2113,2126,2111,1959,2234,1981,2353,2481,2513,2459,3438,1,1,35,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat/fababean-LS,36.45453334,8.680888797,0
4152,3834,6543,6996,7672,7730,8007,6620,4556,2595,2282,1858,1694,1615,1640,1873,1731,1391,1605,2104,1860,3199,3821,1,1,36,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.51044777,8.808078163,0
7360,6957,7634,8730,8499,8299,8240,7356,4366,2999,2979,2694,2410,2033,2108,1980,2388,2325,2082,3622,3251,4700,5283,1,1,37,cropland,irrigated,Barley/Wheat,Wheat,Irrigated-SC-wheat-VLS,36.58087065,8.929778577,0
4863,6564,7942,8589,8713,8503,8514,8212,6454,4005,3812,3353,2694,2946,3210,2776,2556,2553,4291,6870,7519,6242,7158,1,1,38,cropland,irrigated,Barley/Wheat,Wheat,Irrigated-SC-wheat-VLS,36.62497569,8.998080945,0
5064,5901,7387,7659,7347,7266,7288,6572,5634,2863,2685,2606,2382,2182,2177,2380,1943,2049,2724,2974,3652,4633,5944,1,1,39,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat/fababean-LS,36.73527778,9.215,0
6210,8850,8052,8530,8444,8372,7804,7102,5140,2586,2373,2316,2257,2116,2148,2015,1880,1791,1912,2558,3702,5864,7487,1,1,40,cropland,irrigated,Barley/Wheat,Wheat,Irrigated-SC-wheat-VLS,36.70777778,9.295277778,0
5900,5828,8012,8348,8309,8196,8041,5419,3441,2724,2366,2355,2259,2133,2204,2302,2170,2079,1972,2204,2265,2152,2643,1,1,43,cropland,Rainfed,Barley/Wheat,Barley,Rainfed-SC-barley-LS,36.62385013,9.657314878,0
3517,3607,4437,5447,7205,7473,7657,5296,3083,1638,1522,1550,1553,1552,1451,1493,1504,1464,2058,1631,1849,1992,3011,1,1,45,cropland,Rainfed,Barley/Wheat,Barley,Rainfed-SC-barley-LS,36.71283929,9.978628728,0
6066,5976,6549,7291,6710,6274,6001,4930,3404,2487,2162,1984,1884,1729,2016,1745,1816,1981,2246,3141,3297,3653,4581,1,1,46,cropland,Rainfed,Barley/Wheat,Barley,Rainfed-SC-barley-VLS,36.76791578,10.02538416,0
3622,3182,6463,6420,7532,7803,7540,5625,3518,2328,2026,1775,2010,1937,1896,1998,1834,1837,2000,2269,2216,2299,3888,1,1,49,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.6550392,9.77163645,0
6534,7177,7447,8380,7652,7302,7064,5983,4666,2944,2665,2595,2419,2226,2456,2362,2237,2040,2240,2885,3925,4195,5726,1,1,53,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.51972883,9.353589304,0
7085,6712,7342,8719,8329,8416,7716,7532,5684,3348,2368,2488,2037,2076,2032,2048,2171,1955,1807,2078,2154,2103,3881,1,1,55,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.46498691,9.277403504,0
4206,4001,6211,6780,7227,6777,6967,5955,4549,2695,2683,2184,2378,2154,2304,2579,2191,1788,2014,1865,2144,2131,4244,1,1,56,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.44217896,9.251039341,0
5499,4224,8115,7421,7723,7995,8315,7626,6079,3153,2691,2343,2250,2006,2059,2402,2138,1614,1599,1673,1916,1909,3008,1,1,57,cropland,Rainfed,Barley/Wheat,Barley,Rainfed-SC-barley-LS,36.42416667,9.235555556,0
5018,3833,8376,8500,8273,8420,8079,8004,5508,2256,2312,2197,1916,1834,1828,1998,1806,1531,2202,2251,2806,2792,4504,1,1,60,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat/barley/fodder-LS,36.27687892,8.96119722,0
5506,5017,8061,8022,8329,7906,8271,7815,5874,2095,2198,1906,1794,1475,1527,1692,1359,1243,1343,1747,3049,2465,3406,1,1,62,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat/oats-VLS,36.17769487,8.810354442,1
4302,4615,6893,6985,7579,7675,7438,6467,3959,2175,2130,1951,1832,1976,2010,2039,2005,1860,1920,2331,2321,2368,2991,1,1,63,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.12121913,8.664743576,0
4396,4584,6048,6907,7231,6811,6272,4776,2522,1866,1547,1390,1281,1294,1347,1365,1382,1222,1331,1509,1497,1583,2344,1,1,66,cropland,Rainfed,Barley/Wheat,Barley,Rainfed-SC-barley-LS,35.84513227,8.554146737,0
2355,2721,4443,4651,6763,6742,6253,5621,3142,1801,1503,1266,1311,1212,1197,1360,1426,1183,1141,1214,1369,3963,2546,1,1,67,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,35.85218605,8.661117118,0
3476,4755,5493,5762,6801,6719,6156,5183,3026,1852,1619,1520,1557,1452,1680,1690,1507,1665,1702,1888,1796,3076,4229,1,1,68,cropland,Rainfed,Barley/Wheat,Barley,Rainfed-SC-barley-LS,35.91506115,8.792860352,0
5387,4997,6664,6927,7922,7807,7697,6609,3572,1715,1930,1650,1597,1602,1929,1573,1448,1456,1515,1426,1893,2100,2855,1,1,69,cropland,Rainfed,Barley/Wheat,Barley,Rainfed-SC-barley-LS,35.95663567,8.876084742,0
4132,3936,5439,5041,5743,5634,4776,4330,2929,1935,1890,1584,1436,1481,1565,1557,1401,1614,1571,1588,2013,4252,4354,1,1,70,cropland,Rainfed,Barley/Wheat,Barley,Rainfed-SC-barley-LS,36.02904015,8.913881387,0
7224,6639,7899,8210,7761,7897,7622,5418,3016,2315,2349,2259,1864,1863,2021,1968,1948,1858,2049,2125,2515,2084,2677,1,1,71,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.067592,8.943939095,0
5430,4769,6728,6656,7278,7206,5593,4714,2957,1854,1937,1995,2573,2566,2041,2146,1806,1574,1862,2196,3509,2314,4624,1,1,72,cropland,Rainfed,Barley/Wheat,Barley,Rainfed-SC-barley-LS,36.05489954,9.043092901,0
4391,4940,6856,6841,7497,7704,7652,7338,5158,2048,1904,1881,1702,1650,1614,1725,1533,1459,1517,2173,2074,3132,3796,1,1,73,cropland,Rainfed,Barley/Wheat,Barley,Rainfed-SC-barley-MS,36.00595586,9.16013665,0
3715,3678,6056,6172,6595,7048,6531,6205,4071,2462,2353,2246,2454,2024,1642,2020,1926,1493,2426,2604,3761,3583,3505,1,1,74,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-MS,36.03773467,9.295468727,0
3533,3432,2787,2439,2759,1909,1672,2569,1774,1731,1869,1818,1935,1778,1377,1561,1413,1420,1464,1320,1690,1875,2839,1,1,75,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.08309067,9.380987449,0
3975,3439,5843,6486,7628,7488,7047,7223,6085,3858,3167,2595,2199,2018,2000,2233,2287,2051,2345,2778,2596,4137,3340,1,1,78,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.08509498,9.518071415,0
4335,4838,4705,5115,5342,6102,6037,5459,4427,2766,2539,2160,2056,1992,2131,2082,2381,1915,2464,3410,2397,2808,3663,1,1,81,cropland,Rainfed,Barley/Wheat,Barley,Rainfed-SC-barley-LS,36.20508333,9.575805556,0
5723,4491,6499,7002,7044,7592,7280,6585,3228,1729,2070,1867,1615,1545,1593,1543,1908,1364,2047,3367,2687,3714,4233,1,1,82,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.22471053,9.603564028,0
3689,4746,5943,6327,8015,7870,7181,6483,4434,2374,2233,1996,1852,1968,1875,1926,2002,1642,2301,2883,3060,3744,3764,1,1,84,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.32688706,9.617419297,0
3282,3126,6934,7373,8438,8209,8193,7518,5058,2141,2052,1726,1790,1495,1578,1537,1329,1777,1372,1497,1244,1539,2208,1,1,85,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.35925979,9.642127564,0
6911,6671,8284,8544,8044,8393,7029,5053,3246,2163,1862,1855,1789,1729,1579,1600,1604,1717,1899,2152,3187,3120,3876,1,1,86,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.4395188,9.660269482,0
3371,3049,6800,7294,8149,8522,8452,6669,4193,2399,2355,2340,1738,2133,1642,1670,1614,1461,1528,1736,1760,1834,2830,1,1,87,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.50412143,9.662220746,0
7161,7355,8374,8070,8074,8412,8211,6549,3483,2069,2092,2017,2104,1978,2100,2485,1959,1789,2659,2197,2255,2234,3242,1,1,88,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.56970474,9.662919118,0
5058,4835,6204,7781,7223,6730,6874,4972,3590,3262,2940,2533,2448,2533,1994,2387,2826,2105,2420,2685,3156,3497,3982,1,1,92,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-MS,36.6157036,10.41175287,0
6419,6044,7142,6917,7129,7080,5261,5717,3643,4025,4146,3472,4144,3461,3820,3912,3978,4503,4356,4776,4921,6552,5887,1,1,94,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-MS,36.58250743,10.51270994,0
3285,2380,4135,4313,4846,4680,5062,3357,2380,1512,1533,1381,1406,1272,1239,1241,1252,1300,1887,1824,2420,2586,1678,1,1,101,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-MS,36.09284117,10.35855495,0
5039,3457,7717,7674,8356,8518,7861,5677,3239,2886,2413,2720,2125,1904,1890,1986,1967,1854,2181,2213,2225,2187,2039,1,1,104,cropland,irrigated,Barley/Wheat,Wheat,Irrigated-SC-wheat-LS,35.92753425,10.28807057,0
5069,5047,7512,7405,5692,7181,6697,5562,3182,2575,2486,2640,2581,2257,2220,2402,1691,1798,1967,1344,2496,3961,4472,1,1,109,cropland,irrigated,Barley/Wheat,Wheat,Irrigated-SW-wheat-LS,35.68620748,10.05916673,0
3712,2914,5224,5859,5003,5870,5851,3885,2258,2341,2375,2061,2288,2235,2490,1970,1786,2567,2697,2230,2471,2399,2977,1,1,110,cropland,irrigated,Barley/Wheat,Barley,Irrigated-SW-barley/wheat-LS,35.70205201,10.03016421,0
3219,4648,6105,6182,5873,6049,6412,5508,2990,2336,2527,2384,2441,1799,2094,2008,1821,2263,2549,2232,3307,3473,3411,1,1,111,cropland,irrigated,Barley/Wheat,Barley,Irrigated-SW-barley/wheat-LS,35.75311871,9.989691893,0
2985,4050,5821,5426,6269,6612,6496,5165,3228,2990,2355,1823,1791,1935,1834,2297,2424,1756,3153,2541,1914,2380,1648,1,1,115,cropland,irrigated,Barley/Wheat,Wheat,Irrigated-SW-wheat-LS,36.03611111,10.06861111,0
3573,3607,6166,6071,6863,7238,7201,6939,5005,2455,2369,2209,1984,1832,1786,1799,1817,1634,2390,2400,3258,3038,4059,1,1,119,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-MS,36.21705447,10.02180472,0
3483,3461,6591,8202,8057,8533,8615,8113,6104,2334,2317,2218,1907,1813,1822,1823,1743,1508,1687,1754,2626,2383,3165,1,1,120,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.2653831,10.03966606,0
3595,4041,7361,7930,8357,8412,8447,8045,5862,2997,2605,2365,1894,1891,1851,1849,1803,1754,1873,2149,2238,2445,3288,1,1,121,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.25815733,10.06801152,0
3692,3576,3641,3707,5301,5756,6535,5988,4722,2663,2401,2324,2233,2043,2022,2082,2098,1993,2217,3007,4716,3876,4124,1,1,128,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-VLS,36.69284517,10.43744892,0
3415,6052,5211,4322,5327,6147,4360,3548,2750,2101,1749,1660,1817,1556,1553,1678,1561,1475,1658,1739,2768,3020,3790,1,1,130,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat/oats-LS,36.68906841,10.49562284,0
6953,6785,7148,7427,6306,6546,6716,5413,3932,3109,3138,2937,2664,2438,2406,2408,2323,2833,4409,4696,5457,5833,6795,1,1,132,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-LS,36.74333333,10.54611111,0
6063,5557,7910,8301,7260,7800,8243,7959,5696,3488,3667,3785,2970,3293,3312,2894,2742,2773,4225,4220,4457,3756,4193,1,1,134,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat/barley-LS,36.76477469,10.60376118,0
5444,5804,7494,7425,6522,7550,6735,6498,4834,3891,2693,3062,3117,2928,3097,3130,2901,2733,3730,2958,3617,3419,4840,1,1,141,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat/fodder-LS,36.89673606,10.84380656,0
6431,6265,6483,6818,6569,6865,6791,6076,5914,5003,4688,4869,4889,4302,4481,4633,3934,4162,5412,6221,5824,5941,6326,1,1,143,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat/fodder-MS,36.94270065,10.8989394,0
4206,3831,6892,6959,7697,8125,7415,7276,5215,3609,2694,2909,2872,2521,2387,2689,2318,2306,2538,3812,5922,5047,5098,1,1,145,cropland,Rainfed,Barley/Wheat,Barley,Rainfed-SC-barley-LS,37.02567954,10.96546788,0
4033,4254,5832,6093,5080,6697,5922,5174,4703,4349,3373,3150,3442,3598,3339,3084,2929,2968,3134,3596,4565,3496,3975,1,1,146,cropland,irrigated,Barley/Wheat,Barley,Irrigated-GW-DC-barley-vegetables-LS,37.019298,11.00206916,0
7180,6926,7870,7965,7942,6787,6566,5418,3309,3000,2697,2426,2505,2332,2465,2152,2784,2786,3157,2703,4626,3892,5345,1,1,150,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-SC-wheat-LS,36.7888223,11.00735642,0
6194,5487,7678,7553,7973,7428,7303,4463,3417,2452,2050,1958,1838,1830,1807,1810,1800,1708,1725,1863,1988,2384,3455,1,1,151,cropland,Rainfed,Barley/Wheat,Barley,Rainfed-barley-SC-LS,36.6468146,10.12948567,0
3959,3450,5161,6308,6957,7664,7382,4617,2949,2130,1816,1513,1493,1429,1449,1457,1641,1656,1462,1597,2361,2619,3752,1,1,153,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-wheat-SC-LS,36.6107729,10.12475035,0
3613,4062,7815,8446,8563,8506,8575,8152,5817,2250,2181,2026,1813,1828,1891,1882,1875,1765,1938,1942,2295,2131,3113,1,1,156,cropland,irrigated,Barley/Wheat,Wheat,Irrigated-wheat (tendre)-SC-LS,36.51499149,9.967595638,0
3216,3061,5649,6249,7784,7944,7564,7099,4348,2370,2314,1888,1753,1682,1717,1644,1787,1590,1763,1815,3001,2847,4416,1,1,158,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-wheat-SC-LS,36.41498248,9.923051501,0
4415,4181,7652,7777,8365,8873,8404,7851,6192,2592,2440,2214,2043,1762,1766,1956,1755,1559,1923,2722,3046,4344,4212,1,1,163,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-wheat-SC-LS,36.2051262,9.728279503,0
4270,6100,6674,7114,7512,8224,7767,7491,5397,2431,2275,2131,1944,1889,1837,1911,1943,1749,1685,2917,2190,2353,3414,1,1,164,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-wheat (tendre)-SC-MS,36.18188762,9.663514577,0
4907,3967,6279,5462,6476,4741,4987,5016,3094,2618,3439,3907,3384,4391,4143,3683,2632,1862,2019,2991,2006,2055,2307,1,1,165,cropland,Rainfed,Barley/Wheat,Barley,Rainfed-barley-SC-LS,36.14547715,9.628045294,0
5224,4679,6820,7629,5848,7726,6276,5780,4310,2308,2132,1675,1781,1672,1548,1544,1905,1372,1478,1593,1749,2158,2475,1,1,166,cropland,Rainfed,Barley/Wheat,Barley,Rainfed-barley-SC-LS,36.08944303,9.544381705,0
3533,3432,2787,2439,2759,1909,1672,2569,1774,1731,1869,1818,1935,1778,1377,1561,1413,1420,1464,1320,1690,1875,2839,1,1,167,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-wheat-SC-LS,36.08169247,9.381955101,0
4206,3524,4845,5508,6055,6402,5597,5891,4157,2643,2508,2081,1943,1864,1616,1718,1720,1706,2055,2531,2535,2806,3471,1,1,169,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-wheat-SC-LS,36.004015,9.276187033,0
3794,4628,4366,5075,5351,5975,5234,5427,3761,2196,2087,1917,1737,1557,1559,1590,1576,1584,1679,1761,2164,3190,2985,1,1,172,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-wheat-SC-MS,35.85608244,9.14994386,0
4043,3445,4964,5892,6288,6723,6143,4487,3486,1744,1831,1538,1559,1598,1488,1543,1399,1379,1622,1577,2380,2894,3325,1,1,173,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-wheat-SC-MS,35.78806913,9.039664105,0
2125,3132,3901,4112,4609,6216,4336,3306,2084,1719,1577,1396,1376,1399,1413,1441,1446,1461,1634,2055,1721,1630,1711,1,1,223,cropland,Rainfed,Barley/Wheat,Wheat,Rainfed-Wheat-SC-MS,35.69037054,10.35796435,0
